Year,Variable,Month,Value
2019,Net Domestic Assets  ,April,57876.23
2019,Net Foreign Assets_DMBs  ,April,1244.97
2019,Net Foreign Assets_BOG  ,April,21900.15
2019,Net Foreign Assets  ,April,23145.12
2018,Money Supply_Total Liquidity (M2+)  ,April,68255.73
2018,Money Supply_ Narrow Money  (M1)  ,April,31472.09
2018,Money Supply_Broad Money (M2)  ,April,53859.19
2018,Money Supply_Reserve Money (RM)  ,April,20434.65
2018,Total Liabilities of the Bankning System  ,April,68362.48
2018,Money Supply Component_Foreign currency deposits  ,April,14396.54
2018,Money Supply Component_Savings & Time deposits  ,April,22387.1
2018,Money Supply Component_Demand deposits  ,April,21481.56
2018,Money Supply Component_Currency outside banks  ,April,9990.53
2018,Total Assets of the Banking System   ,April,68362.48
2018,Net Domestic Assets_Other Items (net)  ,April,-5275.59
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,April,45559.06
2018,Net Domestic Assets_Govt. Deposits  ,April,8494.32
2018,Net Domestic Assets_Claims on Govt.  ,April,26496.84
2018,Net Domestic Assets  ,April,52070.99
2018,Net Foreign Assets_DMBs  ,April,1774.77
2018,Net Foreign Assets_BOG  ,April,14516.72
2018,Net Foreign Assets  ,April,16291.49
2017,Money Supply_Total Liquidity (M2+)  ,April,58195.16
2017,Money Supply_ Narrow Money  (M1)  ,April,26092.74
2017,Money Supply_Broad Money (M2)  ,April,44893.33
2017,Money Supply_Reserve Money (RM)  ,April,17796.29
2017,Total Liabilities of the Bankning System  ,April,58195.16
2017,Money Supply Component_Foreign currency deposits  ,April,13301.82
2017,Money Supply Component_Savings & Time deposits  ,April,18800.59
2017,Money Supply Component_Demand deposits  ,April,16979.71
2017,Money Supply Component_Currency outside banks  ,April,9113.03
2017,Total Assets of the Banking System   ,April,58195.16
2017,Net Domestic Assets_Other Items (net)  ,April,-7532.31
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,April,40982.89
2017,Net Domestic Assets_Govt. Deposits  ,April,15426.18
2017,Net Domestic Assets_Claims on Govt.  ,April,23635.67
2017,Net Domestic Assets  ,April,36652.41
2017,Net Foreign Assets_DMBs  ,April,2823.34
2017,Net Foreign Assets_BOG  ,April,18719.41
2017,Net Foreign Assets  ,April,21542.75
2023,Money Supply_Total Liquidity (M2+)  ,May,0
2023,Money Supply_ Narrow Money  (M1)  ,May,0
2023,Money Supply_Broad Money (M2)  ,May,0
2023,Money Supply_Reserve Money (RM)  ,May,0
2023,Total Liabilities of the Bankning System  ,May,0
2023,Money Supply Component_Foreign currency deposits  ,May,0
2023,Money Supply Component_Demand deposits  ,May,0
2023,Money Supply Component_Savings & Time deposits  ,May,0
2023,Money Supply Component_Currency outside banks  ,May,0
2023,Total Assets of the Banking System   ,May,0
2023,Net Domestic Assets_Other Items (net)  ,May,0
2023,Net Domestic Assets_Govt. Deposits  ,May,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,0
2023,Net Domestic Assets_Claims on Govt.  ,May,0
2023,Net Foreign Assets_BOG  ,May,0
2023,Net Foreign Assets_DMBs  ,May,0
2023,Net Domestic Assets  ,May,0
2023,Net Foreign Assets  ,May,0
2022,Total Assets of the Banking System   ,May,142642.75
2022,Net Domestic Assets_Other Items (net)  ,May,-16237.04
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,70614.34
2022,Net Domestic Assets_Govt. Deposits  ,May,10720.71
2022,Net Domestic Assets_Claims on Govt.  ,May,105573.43
2022,Money Supply_Total Liquidity (M2+)  ,May,142642.75
2022,Money Supply_Broad Money (M2)  ,May,105600.77
2022,Money Supply_ Narrow Money  (M1)  ,May,68062.9
2022,Money Supply_Reserve Money (RM)  ,May,46616.21
2022,Total Liabilities of the Bankning System  ,May,142642.75
2022,Money Supply Component_Foreign currency deposits  ,May,37041.98
2022,Money Supply Component_Savings & Time deposits  ,May,37537.88
2022,Money Supply Component_Demand deposits  ,May,45450.55
2022,Money Supply Component_Currency outside banks  ,May,22612.35
2022,Net Domestic Assets  ,May,149230.02
2022,Net Foreign Assets_BOG  ,May,-3813.34
2022,Net Foreign Assets_DMBs  ,May,-2773.93
2022,Net Foreign Assets  ,May,-6587.27
2021,Money Supply_Total Liquidity (M2+)  ,May,120451.55
2021,Money Supply_Broad Money (M2)  ,May,93396.17
2021,Money Supply_ Narrow Money  (M1)  ,May,59218.95
2021,Total Liabilities of the Bankning System  ,May,120451.55
2021,Money Supply_Reserve Money (RM)  ,May,36597.91
2021,Money Supply Component_Savings & Time deposits  ,May,34177.22
2021,Money Supply Component_Foreign currency deposits  ,May,27055.37
2021,Money Supply Component_Demand deposits  ,May,40106.48
2021,Money Supply Component_Currency outside banks  ,May,19112.47
2021,Total Assets of the Banking System   ,May,120451.55
2021,Net Domestic Assets_Other Items (net)  ,May,-26087.76
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,56183.01
2021,Net Domestic Assets_Claims on Govt.  ,May,95961.19
2021,Net Domestic Assets_Govt. Deposits  ,May,32051.55
2021,Net Domestic Assets  ,May,94004.89
2021,Net Foreign Assets_BOG  ,May,26592.03
2021,Net Foreign Assets_DMBs  ,May,-145.37
2021,Net Foreign Assets  ,May,26446.66
2020,Money Supply_Broad Money (M2)  ,May,75215.28
2020,Money Supply_Total Liquidity (M2+)  ,May,98540
2020,Money Supply_Reserve Money (RM)  ,May,27001.53
2020,Money Supply_ Narrow Money  (M1)  ,May,47768.64
2020,Total Liabilities of the Bankning System  ,May,98540
2020,Money Supply Component_Foreign currency deposits  ,May,23324.71
2020,Money Supply Component_Savings & Time deposits  ,May,27446.64
2020,Money Supply Component_Demand deposits  ,May,33279.41
2020,Total Assets of the Banking System   ,May,98540
2020,Money Supply Component_Currency outside banks  ,May,14489.24
2020,Net Domestic Assets_Other Items (net)  ,May,-24590.26
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,49568.66
2020,Net Domestic Assets_Govt. Deposits  ,May,17752.94
2020,Net Domestic Assets  ,May,74590.46
2020,Net Domestic Assets_Claims on Govt.  ,May,67365
2020,Net Foreign Assets_DMBs  ,May,188.15
2020,Net Foreign Assets_BOG  ,May,23761.38
2020,Net Foreign Assets  ,May,23949.53
2019,Money Supply_Total Liquidity (M2+)  ,May,81720.25
2019,Money Supply_Broad Money (M2)  ,May,62507.29
2019,Money Supply_ Narrow Money  (M1)  ,May,37692.56
2019,Money Supply_Reserve Money (RM)  ,May,22072.88
2019,Total Liabilities of the Bankning System  ,May,81870.59
2019,Money Supply Component_Foreign currency deposits  ,May,19212.96
2019,Money Supply Component_Savings & Time deposits  ,May,24814.73
2019,Money Supply Component_Currency outside banks  ,May,11033.23
2019,Money Supply Component_Demand deposits  ,May,26659.33
2019,Total Assets of the Banking System   ,May,81870.59
2019,Net Domestic Assets_Other Items (net)  ,May,-6448.36
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,42069.45
2019,Net Domestic Assets_Govt. Deposits  ,May,16572.69
2019,Net Domestic Assets_Claims on Govt.  ,May,41168.47
2019,Net Domestic Assets  ,May,60367.22
2019,Net Foreign Assets_DMBs  ,May,1067.7
2019,Net Foreign Assets_BOG  ,May,20435.67
2019,Net Foreign Assets  ,May,21503.37
2018,Money Supply_Total Liquidity (M2+)  ,May,68909.37
2018,Money Supply_ Narrow Money  (M1)  ,May,32056.8
2018,Money Supply_Broad Money (M2)  ,May,54243.26
2018,Money Supply_Reserve Money (RM)  ,May,19960.83
2018,Total Liabilities of the Bankning System  ,May,68909.37
2018,Money Supply Component_Foreign currency deposits  ,May,14666.11
2018,Money Supply Component_Savings & Time deposits  ,May,22186.46
2018,Money Supply Component_Demand deposits  ,May,22282.35
2018,Money Supply Component_Currency outside banks  ,May,9774.44
2018,Total Assets of the Banking System   ,May,68909.37
2018,Net Domestic Assets_Other Items (net)  ,May,-5089.6
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,48135.52
2018,Net Domestic Assets_Govt. Deposits  ,May,11941.1
2018,Net Domestic Assets_Claims on Govt.  ,May,26440.9
2018,Net Domestic Assets  ,May,49761.98
2018,Net Foreign Assets_DMBs  ,May,1107.91
2018,Net Foreign Assets_BOG  ,May,18039.48
2018,Net Foreign Assets  ,May,19147.39
2017,Money Supply_Total Liquidity (M2+)  ,May,58400.17
2017,Money Supply_ Narrow Money  (M1)  ,May,25525.21
2017,Money Supply_Broad Money (M2)  ,May,44595.27
2017,Money Supply_Reserve Money (RM)  ,May,16566.13
2017,Total Liabilities of the Bankning System  ,May,58400.17
2017,Money Supply Component_Foreign currency deposits  ,May,13804.9
2017,Money Supply Component_Savings & Time deposits  ,May,19070.05
2017,Money Supply Component_Demand deposits  ,May,16626.43
2017,Money Supply Component_Currency outside banks  ,May,8898.78
2017,Total Assets of the Banking System   ,May,58400.17
2017,Net Domestic Assets_Other Items (net)  ,May,-7998.36
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,May,41476.37
2017,Net Domestic Assets_Govt. Deposits  ,May,14672.12
2017,Net Domestic Assets_Claims on Govt.  ,May,24016.22
2017,Net Domestic Assets  ,May,37847.66
2017,Net Foreign Assets_DMBs  ,May,2112.77
2017,Net Foreign Assets_BOG  ,May,18439.74
2017,Net Foreign Assets  ,May,20552.51
2023,Money Supply_Total Liquidity (M2+)  ,June,0
2023,Money Supply_ Narrow Money  (M1)  ,June,0
2023,Money Supply_Broad Money (M2)  ,June,0
2023,Money Supply_Reserve Money (RM)  ,June,0
2023,Total Liabilities of the Bankning System  ,June,0
2023,Money Supply Component_Foreign currency deposits  ,June,0
2023,Money Supply Component_Demand deposits  ,June,0
2023,Money Supply Component_Savings & Time deposits  ,June,0
2023,Money Supply Component_Currency outside banks  ,June,0
2023,Total Assets of the Banking System   ,June,0
2023,Net Domestic Assets_Other Items (net)  ,June,0
2023,Net Domestic Assets_Govt. Deposits  ,June,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,0
2023,Net Domestic Assets_Claims on Govt.  ,June,0
2023,Net Foreign Assets_BOG  ,June,0
2023,Net Foreign Assets_DMBs  ,June,0
2023,Net Domestic Assets  ,June,0
2023,Net Foreign Assets  ,June,0
2022,Total Assets of the Banking System   ,June,145156.93
2022,Net Domestic Assets_Other Items (net)  ,June,-15265.53
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,71452.21
2022,Net Domestic Assets_Govt. Deposits  ,June,9179.97
2022,Net Domestic Assets_Claims on Govt.  ,June,105621.16
2022,Money Supply_Total Liquidity (M2+)  ,June,145156.93
2022,Money Supply_Broad Money (M2)  ,June,106488.56
2022,Money Supply_ Narrow Money  (M1)  ,June,66917.35
2022,Money Supply_Reserve Money (RM)  ,June,48237.98
2022,Total Liabilities of the Bankning System  ,June,145156.93
2022,Money Supply Component_Foreign currency deposits  ,June,38668.37
2022,Money Supply Component_Savings & Time deposits  ,June,39571.21
2022,Money Supply Component_Demand deposits  ,June,44815.03
2022,Money Supply Component_Currency outside banks  ,June,22102.32
2022,Net Domestic Assets  ,June,152627.87
2022,Net Foreign Assets_BOG  ,June,-6401.93
2022,Net Foreign Assets_DMBs  ,June,-1069.01
2022,Net Foreign Assets  ,June,-7470.94
2021,Money Supply_Total Liquidity (M2+)  ,June,121891.32
2021,Money Supply_Broad Money (M2)  ,June,94210.69
2021,Money Supply_ Narrow Money  (M1)  ,June,59921.11
2021,Total Liabilities of the Bankning System  ,June,121891.32
2021,Money Supply_Reserve Money (RM)  ,June,36063.64
2021,Money Supply Component_Savings & Time deposits  ,June,34289.58
2021,Money Supply Component_Foreign currency deposits  ,June,27680.63
2021,Money Supply Component_Demand deposits  ,June,41364.14
2021,Money Supply Component_Currency outside banks  ,June,18556.97
2021,Total Assets of the Banking System   ,June,121891.32
2021,Net Domestic Assets_Other Items (net)  ,June,-22192.82
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,55417.75
2021,Net Domestic Assets_Claims on Govt.  ,June,94906.19
2021,Net Domestic Assets_Govt. Deposits  ,June,31624.36
2021,Net Domestic Assets  ,June,96506.78
2021,Net Foreign Assets_BOG  ,June,25033.84
2021,Net Foreign Assets_DMBs  ,June,350.71
2021,Net Foreign Assets  ,June,25384.55
2020,Money Supply_Broad Money (M2)  ,June,76951.84
2020,Money Supply_Total Liquidity (M2+)  ,June,100498.91
2020,Money Supply_Reserve Money (RM)  ,June,25546.83
2020,Money Supply_ Narrow Money  (M1)  ,June,48684.68
2020,Total Liabilities of the Bankning System  ,June,100498.91
2020,Money Supply Component_Foreign currency deposits  ,June,23547.07
2020,Money Supply Component_Savings & Time deposits  ,June,28267.16
2020,Money Supply Component_Demand deposits  ,June,33867.24
2020,Total Assets of the Banking System   ,June,100498.91
2020,Money Supply Component_Currency outside banks  ,June,14817.44
2020,Net Domestic Assets_Other Items (net)  ,June,-24656.45
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,49590.7
2020,Net Domestic Assets_Govt. Deposits  ,June,14651.49
2020,Net Domestic Assets  ,June,78610.57
2020,Net Domestic Assets_Claims on Govt.  ,June,68327.81
2020,Net Foreign Assets_DMBs  ,June,1429.66
2020,Net Foreign Assets_BOG  ,June,20458.68
2020,Net Foreign Assets  ,June,21888.34
2019,Money Supply_Total Liquidity (M2+)  ,June,83517.12
2019,Money Supply_Broad Money (M2)  ,June,63008.83
2019,Money Supply_ Narrow Money  (M1)  ,June,38072.77
2019,Money Supply_Reserve Money (RM)  ,June,21906.3
2019,Total Liabilities of the Bankning System  ,June,83517.12
2019,Money Supply Component_Foreign currency deposits  ,June,20508.29
2019,Money Supply Component_Savings & Time deposits  ,June,24936.05
2019,Money Supply Component_Currency outside banks  ,June,10840.44
2019,Money Supply Component_Demand deposits  ,June,27232.34
2019,Total Assets of the Banking System   ,June,83517.12
2019,Net Domestic Assets_Other Items (net)  ,June,-4820.38
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,42308.13
2019,Net Domestic Assets_Govt. Deposits  ,June,16791.44
2019,Net Domestic Assets_Claims on Govt.  ,June,42213.3
2019,Net Domestic Assets  ,June,62909.62
2019,Net Foreign Assets_DMBs  ,June,1890.28
2019,Net Foreign Assets_BOG  ,June,18717.23
2019,Net Foreign Assets  ,June,20607.5
2018,Money Supply_Total Liquidity (M2+)  ,June,68402.24
2018,Money Supply_ Narrow Money  (M1)  ,June,31134.76
2018,Money Supply_Broad Money (M2)  ,June,53390.07
2018,Money Supply_Reserve Money (RM)  ,June,20259.33
2018,Total Liabilities of the Bankning System  ,June,68402.24
2018,Money Supply Component_Foreign currency deposits  ,June,15012.17
2018,Money Supply Component_Savings & Time deposits  ,June,22255.31
2018,Money Supply Component_Demand deposits  ,June,21419.14
2018,Money Supply Component_Currency outside banks  ,June,9715.62
2018,Total Assets of the Banking System   ,June,68402.24
2018,Net Domestic Assets_Other Items (net)  ,June,-4804.07
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,48920.53
2018,Net Domestic Assets_Govt. Deposits  ,June,11904.84
2018,Net Domestic Assets_Claims on Govt.  ,June,26739.03
2018,Net Domestic Assets  ,June,51580.06
2018,Net Foreign Assets_DMBs  ,June,625.67
2018,Net Foreign Assets_BOG  ,June,16196.52
2018,Net Foreign Assets  ,June,16822.19
2017,Money Supply_Total Liquidity (M2+)  ,June,59903.79
2017,Money Supply_ Narrow Money  (M1)  ,June,25643.7
2017,Money Supply_Broad Money (M2)  ,June,45793.23
2017,Money Supply_Reserve Money (RM)  ,June,17784.87
2017,Total Liabilities of the Bankning System  ,June,59903.81
2017,Money Supply Component_Foreign currency deposits  ,June,14110.56
2017,Money Supply Component_Savings & Time deposits  ,June,20149.53
2017,Money Supply Component_Demand deposits  ,June,16836.69
2017,Money Supply Component_Currency outside banks  ,June,8807.01
2017,Total Assets of the Banking System   ,June,59903.81
2017,Net Domestic Assets_Other Items (net)  ,June,-8204.49
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,June,42620.15
2017,Net Domestic Assets_Govt. Deposits  ,June,12636.09
2017,Net Domestic Assets_Claims on Govt.  ,June,23730.66
2017,Net Domestic Assets  ,June,40486.29
2017,Net Foreign Assets_DMBs  ,June,1777.3
2017,Net Foreign Assets_BOG  ,June,17640.21
2017,Net Foreign Assets  ,June,19417.52
2023,Money Supply_Total Liquidity (M2+)  ,July,0
2023,Money Supply_ Narrow Money  (M1)  ,July,0
2023,Money Supply_Broad Money (M2)  ,July,0
2023,Money Supply_Reserve Money (RM)  ,July,0
2023,Total Liabilities of the Bankning System  ,July,0
2023,Money Supply Component_Foreign currency deposits  ,July,0
2023,Money Supply Component_Demand deposits  ,July,0
2023,Money Supply Component_Savings & Time deposits  ,July,0
2023,Money Supply Component_Currency outside banks  ,July,0
2023,Total Assets of the Banking System   ,July,0
2023,Net Domestic Assets_Other Items (net)  ,July,0
2023,Net Domestic Assets_Govt. Deposits  ,July,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,0
2023,Net Domestic Assets_Claims on Govt.  ,July,0
2023,Net Foreign Assets_BOG  ,July,0
2023,Net Foreign Assets_DMBs  ,July,0
2023,Net Domestic Assets  ,July,0
2023,Net Foreign Assets  ,July,0
2022,Total Assets of the Banking System   ,July,150415.5
2022,Net Domestic Assets_Other Items (net)  ,July,-14030.18
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,71998.23
2022,Net Domestic Assets_Govt. Deposits  ,July,6138.75
2022,Net Domestic Assets_Claims on Govt.  ,July,107563.51
2022,Money Supply_Total Liquidity (M2+)  ,July,150415.5
2022,Money Supply_Broad Money (M2)  ,July,109303.85
2022,Money Supply_ Narrow Money  (M1)  ,July,68983.29
2022,Money Supply_Reserve Money (RM)  ,July,49549.65
2022,Total Liabilities of the Bankning System  ,July,150415.5
2022,Money Supply Component_Foreign currency deposits  ,July,41111.65
2022,Money Supply Component_Savings & Time deposits  ,July,40320.55
2022,Money Supply Component_Demand deposits  ,July,46627.57
2022,Money Supply Component_Currency outside banks  ,July,22355.72
2022,Net Domestic Assets  ,July,159392.8
2022,Net Foreign Assets_BOG  ,July,-8995.2
2022,Net Foreign Assets_DMBs  ,July,17.89
2022,Net Foreign Assets  ,July,-8977.3
2021,Money Supply_Total Liquidity (M2+)  ,July,122643.76
2021,Money Supply_Broad Money (M2)  ,July,94837.79
2021,Money Supply_ Narrow Money  (M1)  ,July,59325.64
2021,Total Liabilities of the Bankning System  ,July,122643.76
2021,Money Supply_Reserve Money (RM)  ,July,39878.74
2021,Money Supply Component_Savings & Time deposits  ,July,35512.15
2021,Money Supply Component_Foreign currency deposits  ,July,27805.97
2021,Money Supply Component_Demand deposits  ,July,40746.4
2021,Money Supply Component_Currency outside banks  ,July,18579.25
2021,Total Assets of the Banking System   ,July,122643.76
2021,Net Domestic Assets_Other Items (net)  ,July,-22047.34
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,56238.07
2021,Net Domestic Assets_Claims on Govt.  ,July,93587.41
2021,Net Domestic Assets_Govt. Deposits  ,July,26221.94
2021,Net Domestic Assets  ,July,101556.2
2021,Net Foreign Assets_BOG  ,July,23575.23
2021,Net Foreign Assets_DMBs  ,July,-2487.66
2021,Net Foreign Assets  ,July,21087.56
2020,Money Supply_Broad Money (M2)  ,July,77843.83
2020,Money Supply_Total Liquidity (M2+)  ,July,101564.14
2020,Money Supply_Reserve Money (RM)  ,July,28515.19
2020,Money Supply_ Narrow Money  (M1)  ,July,49276.26
2020,Total Liabilities of the Bankning System  ,July,101564.14
2020,Money Supply Component_Foreign currency deposits  ,July,23720.32
2020,Money Supply Component_Savings & Time deposits  ,July,28567.57
2020,Money Supply Component_Demand deposits  ,July,33793.08
2020,Total Assets of the Banking System   ,July,101564.14
2020,Money Supply Component_Currency outside banks  ,July,15483.17
2020,Net Domestic Assets_Other Items (net)  ,July,-25663.22
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,49399.21
2020,Net Domestic Assets_Govt. Deposits  ,July,12138.45
2020,Net Domestic Assets  ,July,79882.01
2020,Net Domestic Assets_Claims on Govt.  ,July,68284.47
2020,Net Foreign Assets_DMBs  ,July,3073.35
2020,Net Foreign Assets_BOG  ,July,18608.78
2020,Net Foreign Assets  ,July,21682.13
2019,Money Supply_Total Liquidity (M2+)  ,July,81991.64
2019,Money Supply_Broad Money (M2)  ,July,62141.9
2019,Money Supply_ Narrow Money  (M1)  ,July,37284.88
2019,Money Supply_Reserve Money (RM)  ,July,22923.98
2019,Total Liabilities of the Bankning System  ,July,81991.64
2019,Money Supply Component_Foreign currency deposits  ,July,19849.74
2019,Money Supply Component_Savings & Time deposits  ,July,24857.02
2019,Money Supply Component_Currency outside banks  ,July,10950.34
2019,Money Supply Component_Demand deposits  ,July,26334.55
2019,Total Assets of the Banking System   ,July,81991.64
2019,Net Domestic Assets_Other Items (net)  ,July,-8222.7
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,41969.91
2019,Net Domestic Assets_Govt. Deposits  ,July,15781.12
2019,Net Domestic Assets_Claims on Govt.  ,July,43843.38
2019,Net Domestic Assets  ,July,61809.47
2019,Net Foreign Assets_DMBs  ,July,2670.76
2019,Net Foreign Assets_BOG  ,July,17511.41
2019,Net Foreign Assets  ,July,20182.18
2018,Money Supply_Total Liquidity (M2+)  ,July,71413.78
2018,Money Supply_ Narrow Money  (M1)  ,July,32343.09
2018,Money Supply_Broad Money (M2)  ,July,54992.04
2018,Money Supply_Reserve Money (RM)  ,July,19984.77
2018,Total Liabilities of the Bankning System  ,July,71413.78
2018,Money Supply Component_Foreign currency deposits  ,July,16421.73
2018,Money Supply Component_Savings & Time deposits  ,July,22648.95
2018,Money Supply Component_Demand deposits  ,July,22799.97
2018,Money Supply Component_Currency outside banks  ,July,9543.12
2018,Total Assets of the Banking System   ,July,71413.78
2018,Net Domestic Assets_Other Items (net)  ,July,-5241.82
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,42616.2
2018,Net Domestic Assets_Govt. Deposits  ,July,9950.14
2018,Net Domestic Assets_Claims on Govt.  ,July,26297.58
2018,Net Domestic Assets  ,July,53721.84
2018,Net Foreign Assets_DMBs  ,July,2453.03
2018,Net Foreign Assets_BOG  ,July,15238.91
2018,Net Foreign Assets  ,July,17691.94
2017,Money Supply_Total Liquidity (M2+)  ,July,61134.32
2017,Money Supply_ Narrow Money  (M1)  ,July,26847.01
2017,Money Supply_Broad Money (M2)  ,July,46909.15
2017,Money Supply_Reserve Money (RM)  ,July,18869.45
2017,Total Liabilities of the Bankning System  ,July,61134.32
2017,Money Supply Component_Foreign currency deposits  ,July,14225.17
2017,Money Supply Component_Savings & Time deposits  ,July,20062.14
2017,Money Supply Component_Demand deposits  ,July,18301.47
2017,Money Supply Component_Currency outside banks  ,July,8545.54
2017,Total Assets of the Banking System   ,July,61134.32
2017,Net Domestic Assets_Other Items (net)  ,July,-10103.8
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,July,42996.74
2017,Net Domestic Assets_Govt. Deposits  ,July,10836.38
2017,Net Domestic Assets_Claims on Govt.  ,July,24895.03
2017,Net Domestic Assets  ,July,41653.63
2017,Net Foreign Assets_DMBs  ,July,2717.19
2017,Net Foreign Assets_BOG  ,July,16763.5
2017,Net Foreign Assets  ,July,19480.69
2023,Money Supply_Total Liquidity (M2+)  ,August,0
2023,Money Supply_ Narrow Money  (M1)  ,August,0
2023,Money Supply_Broad Money (M2)  ,August,0
2023,Money Supply_Reserve Money (RM)  ,August,0
2023,Total Liabilities of the Bankning System  ,August,0
2023,Money Supply Component_Foreign currency deposits  ,August,0
2023,Money Supply Component_Demand deposits  ,August,0
2023,Money Supply Component_Savings & Time deposits  ,August,0
2023,Money Supply Component_Currency outside banks  ,August,0
2023,Total Assets of the Banking System   ,August,0
2023,Net Domestic Assets_Other Items (net)  ,August,0
2023,Net Domestic Assets_Govt. Deposits  ,August,0
2023,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,0
2023,Net Domestic Assets_Claims on Govt.  ,August,0
2023,Net Foreign Assets_BOG  ,August,0
2023,Net Foreign Assets_DMBs  ,August,0
2023,Net Domestic Assets  ,August,0
2023,Net Foreign Assets  ,August,0
2022,Total Assets of the Banking System   ,August,152455.83
2022,Net Domestic Assets_Other Items (net)  ,August,-19035.94
2022,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,73974.45
2022,Net Domestic Assets_Govt. Deposits  ,August,1710.64
2022,Net Domestic Assets_Claims on Govt.  ,August,113215.36
2022,Money Supply_Total Liquidity (M2+)  ,August,152455.83
2022,Money Supply_Broad Money (M2)  ,August,110233.88
2022,Money Supply_ Narrow Money  (M1)  ,August,69058.34
2022,Money Supply_Reserve Money (RM)  ,August,49977.35
2022,Total Liabilities of the Bankning System  ,August,152455.83
2022,Money Supply Component_Foreign currency deposits  ,August,42221.95
2022,Money Supply Component_Savings & Time deposits  ,August,41175.54
2022,Money Supply Component_Demand deposits  ,August,45982.95
2022,Money Supply Component_Currency outside banks  ,August,23075.4
2022,Net Domestic Assets  ,August,166443.23
2022,Net Foreign Assets_BOG  ,August,-14375.54
2022,Net Foreign Assets_DMBs  ,August,388.14
2022,Net Foreign Assets  ,August,-13987.4
2021,Money Supply_Total Liquidity (M2+)  ,August,123548.57
2021,Money Supply_Broad Money (M2)  ,August,96081.78
2021,Money Supply_ Narrow Money  (M1)  ,August,60948.49
2021,Total Liabilities of the Bankning System  ,August,123548.57
2021,Money Supply_Reserve Money (RM)  ,August,37557.02
2021,Money Supply Component_Savings & Time deposits  ,August,35133.28
2021,Money Supply Component_Foreign currency deposits  ,August,27466.8
2021,Money Supply Component_Demand deposits  ,August,42285.43
2021,Money Supply Component_Currency outside banks  ,August,18663.06
2021,Total Assets of the Banking System   ,August,123548.57
2021,Net Domestic Assets_Other Items (net)  ,August,-23019.07
2021,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,57006.8
2021,Net Domestic Assets_Claims on Govt.  ,August,95329.44
2021,Net Domestic Assets_Govt. Deposits  ,August,24211.41
2021,Net Domestic Assets  ,August,105105.76
2021,Net Foreign Assets_BOG  ,August,21169.25
2021,Net Foreign Assets_DMBs  ,August,-2726.43
2021,Net Foreign Assets  ,August,18442.81
2020,Money Supply_Broad Money (M2)  ,August,79012.1
2020,Money Supply_Total Liquidity (M2+)  ,August,102814.68
2020,Money Supply_Reserve Money (RM)  ,August,27474.02
2020,Money Supply_ Narrow Money  (M1)  ,August,49566.86
2020,Total Liabilities of the Bankning System  ,August,102814.68
2020,Money Supply Component_Foreign currency deposits  ,August,23802.58
2020,Money Supply Component_Savings & Time deposits  ,August,29445.24
2020,Money Supply Component_Demand deposits  ,August,33785.01
2020,Total Assets of the Banking System   ,August,102814.68
2020,Money Supply Component_Currency outside banks  ,August,15781.85
2020,Net Domestic Assets_Other Items (net)  ,August,-27373.7
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,August,50214.5
2020,Net Domestic Assets_Govt. Deposits  ,August,11008.61
2020,Net Domestic Assets  ,August,82521.75
2020,Net Domestic Assets_Claims on Govt.  ,August,70689.56
